ticker
AA
AAL
AAOI
AAOX
AAPD
AAPL
ABBV
ABR
ABT
ACHR
ACI
ACN
ACWI
ADBE
ADI
ADM
ADP
ADSK
ADT
AEG
AEHR
AEO
AEP
AES
AFL
AFRM
AG
AGG
AGNC
AGQ
AI
AIG
AIIO
AJG
AKAM
AKAN
AKTX
ALAB
ALK
ALL
ALLY
ALV
AMAT
AMCR
AMD
AMDL
AMG
AMH
AMKR
AMPG
AMPX
AMZD
AMZN
ANET
AOM
APA
APH
APLD
APP
AR
ARCB
ARCC
ARKB
ARKF
ARKG
ARKK
ARKO
ARKQ
ARKR
ARKW
ARKX
ARM
ARR
ARRY
AS
ASAN
ASBP
ASM
ASML
ASPI
ASST
ASTS
ASTX
ASX
AUR
AVGO
AVTR
AXP
AXTI
B
BA
BABA
BAC
BAX
BB
BBAI
BBLU
BBWI
BBY
BCRX
BCS
BDX
BE
BEKE
BEN
BG
BIDU
BIL
BILI
BITF
BITO
BITU
BITX
BKD
BKLN
BKNG
BKR
BKSY
BLDP
BLDR
BLNK
BMNR
BMY
BN
BND
BNDX
BOIL
BORR
BOTZ
BP
BRBR
BRK.A
BRO
BROS
BSV
BSX
BTDR
BTE
BULL
BURL
BW
BWA
BX
BZ
C
CADL
CAG
CAI
CARR
CAVA
CBRS
CCI
CCJ
CCL
CCSI
CDE
CDNS
CELH
CF
CFG
CG
CGBL
CGDV
CGUS
CHPT
CHRW
CHWY
CIBR
CIFR
CINF
CL
CLBT
CLF
CLSK
CMA
CMCSA
CME
CMG
CMI
CMPS
CNC
CNH
CNP
CNQ
CODX
COF
COHR
COIN
COMP
CONL
COP
COPX
CORD
CORN
CORZ
COUR
CPB
CPNG
CPRT
CPRX
CRBG
CRCL
CRDO
CRGY
CRH
CRM
CRML
CRWD
CRWV
CSCO
CSGP
CSX
CTSH
CTVA
CVE
CVNA
CVS
CVX
CXM
D
DAL
DAN
DASH
DBC
DBX
DCH
DD
DDOG
DELL
DES
DFGR
DFUS
DG
DGRO
DGRS
DGRW
DGXX
DHI
DHR
DIA
DIAL
DIS
DIV
DIVO
DJT
DKNG
DLO
DLTR
DNA
DOC
DOCN
DOCS
DON
DOV
DOW
DRAM
DRIV
DRLL
DSGN
DT
DTD
DUK
DVN
DVY
DX
DXC
DXCM
DXYZ
EBAY
ED
EEM
EEMA
EEMO
EEMS
EEMV
EEMX
EFA
EFAA
EFAD
EFAS
EFAV
EFAX
EIX
EL
ELAN
EMB
EMR
ENB
ENHA
ENPH
ENVX
EOSE
EPD
EPR
EQH
EQNR
EQT
EQX
ERIC
ESI
ESTC
ET
ETH
ETHA
ETHE
ETHU
ETN
ETR
ETSY
EW
EWC
EWJ
EWJV
EWT
EWY
EWZ
EXC
EXK
EXPD
F
FAST
FBTC
FCEL
FCX
FDL
FDN
FDS
FDVV
FE
FFTY
FG
FHN
FIDU
FIG
FIGR
FIGS
FIS
FISV
FITB
FJET
FLEX
FLNC
FLO
FLTW
FLY
FMC
FNB
FNDC
FNDE
FNDF
FNGU
FPS
FRMI
FRSH
FRVO
FSLY
FSM
FTEC
FTI
FTNT
FTV
FUBO
FUTU
FVD
FVRR
FXI
G
GAP
GBTC
GBTG
GDX
GDXD
GDXJ
GDXU
GDXW
GDXY
GE
GEHC
GEMI
GEN
GENI
GEV
GFS
GGLS
GILD
GIS
GLD
GLDB
GLDI
GLDM
GLDN
GLDW
GLDY
GLW
GLXY
GM
GME
GO
GOOG
GOOGL
GOVT
GPC
GPK
GPN
GRAB
GS
GSAT
GT
GTLB
GWW
HACK
HAL
HBAN
HCAI
HD
HDB
HDV
HIG
HIMS
HIMX
HL
HLIT
HLN
HMC
HMY
HOG
HON
HOOD
HPE
HPQ
HRB
HRL
HST
HSY
HTZ
HUBG
HUBS
HUMN
HUT
HYG
HYLN
IAU
IBB
IBIT
IBKR
IBM
IBN
IBRX
ICF
ICLN
IDRV
IDV
IEF
IEFA
IEMG
IESFY
IEX
IFRA
IGF
IGIB
IGM
IGSB
IGV
IHI
IJH
ILCV
IMRX
INFQ
INFY
INSM
INTC
INTR
INTU
INV
INVH
IONQ
IOT
IP
IR
IRE
IREN
IREZ
ISRG
ITA
ITUB
IUS
IUSB
IUSV
IVV
IVZ
IWD
IWF
IWM
IWMI
IWMW
IWMY
IWN
IWO
IWY
IXN
IYR
IYW
JAAA
JBHT
JBLU
JBS
JCI
JD
JEPI
JEPQ
JETS
JHX
JNJ
JNK
JOBY
JPM
JPST
KALV
KBH
KBWY
KCE
KD
KDP
KEY
KEYS
KGC
KGS
KHC
KLAC
KLAR
KMB
KMI
KMX
KNX
KO
KOLD
KOPN
KR
KRE
KRT
KSS
KVUE
KVYO
KWEB
LABD
LABU
LAC
LCID
LEA
LEN
LI
LION
LIT
LITE
LITX
LKQ
LLY
LMND
LOW
LPLA
LPTH
LQD
LRCX
LSTR
LULU
LUMN
LUNR
LUV
LVS
LWLG
LYB
LYFT
LYG
LZ
LZM
M
MA
MAIN
MARA
MAT
MATX
MBB
MBLY
MCD
MCHP
MCW
MDB
MDLN
MDLZ
MDT
MELI
MET
META
MFG
MGK
MGV
MJ
MKL
MMM
MNST
MO
MORN
MOS
MP
MRAM
MRK
MRNA
MRVL
MS
MSFD
MSFT
MSFU
MSTR
MSTU
MSTZ
MTB
MTCH
MTUM
MU
MUB
MUD
MXL
NASA
NB
NBIS
NCLH
NCNO
NEE
NEM
NET
NFLX
NGG
NI
NIO
NKE
NLR
NLY
NOBL
NOK
NOV
NOW
NOWL
NRGV
NTAP
NTLA
NTNX
NTR
NTRS
NU
NUDV
NUE
NVAX
NVDA
NVDL
NVDQ
NVDX
NVDY
NVO
NVST
NVTS
NWG
NXE
NXPI
O
OBDC
ODFL
OGN
OIH
OKLL
OKLO
OKTA
ON
ONDS
ONON
OPEN
ORBS
ORC
ORCL
ORLY
OSCR
OTIS
OUST
OVV
OWL
OXY
PAAS
PAGS
PANW
PATH
PAVE
PAYC
PAYX
PBF
PBI
PBR
PBR.A
PBW
PCAR
PCG
PCLA
PCT
PDBC
PDD
PEP
PEY
PFE
PFF
PFG
PG
PH
PHM
PICK
PIII
PINS
PK
PL
PLTD
PLTR
PLUG
PNC
POET
PONY
POOL
PPA
PPL
PPLT
PR
PRMB
PRU
PSCD
PSKY
PSLV
PSQ
PTEN
PTL
PTON
PUMP
PURR
PXE
PYLD
PYPL
QBTS
QBTX
QCOM
QID
QLD
QQQ
QQQA
QQQD
QQQE
QQQG
QQQH
QQQI
QQQJ
QQQM
QQQP
QQQS
QQQT
QQQU
QQQX
QQQY
QS
QUAL
QUBT
QXO
QYLD
RAMP
RBLX
RCAT
RDDT
RDVY
RDW
RELY
REMX
REPL
RF
RGTI
RGTX
RIG
RIOT
RITM
RIVN
RJF
RKLB
RKLX
RKT
ROIV
ROK
ROKU
ROST
RS
RSG
RSP
RTX
RUN
RWM
RWR
RXT
RYOJ
S
SAIA
SAIL
SAN
SATL
SATS
SBET
SBS
SBSW
SBUX
SCHB
SCHD
SCHE
SCHF
SCHG
SCHH
SCHW
SCHX
SCO
SDIV
SDOW
SDS
SDVY
SDY
SEDG
SEI
SEIC
SERV
SF
SG
SGHC
SGML
SGOL
SGOV
SH
SHC
SHEL
SHLD
SHLS
SHMD
SHOP
SHY
SIDU
SIL
SILJ
SJM
SKYY
SLB
SLE
SLS
SLV
SLVM
SLVO
SLVP
SLVR
SLVX
SM
SMCI
SMH
SMMT
SMR
SN
SNAP
SNDK
SNDQ
SNOW
SNPS
SNXX
SO
SOFI
SONY
SOUN
SOXL
SOXS
SOXX
SPCE
SPDN
SPDV
SPDW
SPEM
SPHY
SPIB
SPLB
SPLV
SPTL
SPXL
SPXS
SPXU
SPY
SPYC
SPYD
SPYG
SPYH
SPYI
SPYM
SPYT
SPYU
SPYV
SPYX
SQQQ
SRLN
SRPT
SSO
STHH
STLA
STLD
STM
STNE
STRC
STT
STUB
STX
STZ
SUZ
SVIX
SW
SWK
SWKS
SYY
T
TAK
TAN
TE
TEAM
TECH
TECS
TEL
TEM
TENB
TER
TEVA
TFC
TGT
TJX
TLT
TLTD
TLTE
TLTI
TLTP
TLTW
TLTX
TMC
TME
TMF
TMUS
TNA
TNDM
TOL
TOST
TPYP
TQQQ
TRIP
TROW
TRV
TSCO
TSDD
TSLA
TSLG
TSLL
TSLQ
TSLT
TSLZ
TSM
TSN
TTD
TTEK
TXN
TYL
TZA
U
UAA
UAL
UAMY
UBER
UCO
UEC
UL
ULTA
UMAC
UMC
UMH
UNG
UNH
UPRO
UPS
UPST
UPWK
URA
URI
URNM
USAR
USAS
USB
USFR
USHY
USMV
USO
USRT
UUUU
UVIX
UVXY
V
VALE
VBIL
VCIT
VCLT
VCSH
VEA
VFC
VG
VGIT
VGK
VGSH
VGT
VIAV
VICI
VIG
VIGI
VIK
VISN
VITL
VIXY
VLY
VMBS
VNET
VNQ
VONG
VOO
VPL
VPU
VRT
VSH
VST
VT
VTEB
VTI
VTR
VTRS
VTV
VTWO
VUG
VUSB
VWO
VXUS
VXX
VYM
VYMI
VZ
WAL
WBD
WDAY
WDC
WEAT
WEN
WERN
WFC
WM
WMB
WMT
WOLF
WPC
WRB
WTV
WU
WULF
WVE
WY
XBI
XBIL
XE
XEL
XHB
XHYH
XLB
XLC
XLE
XLEI
XLF
XLFI
XLG
XLI
XLK
XLKI
XLP
XLRE
XLU
XLV
XLVI
XLY
XME
XMHQ
XNDU
XOM
XOP
XOVR
XP
XPEV
XPO
XRAY
XRT
XSD
XSHD
XYZ
YMM
YPF
YUM
Z
ZBRA
ZETA
ZION
ZM
ZS
ZSL
ZTS
